TIME (milliseconds), Temperature (temp units), Pressure (pressure units), X (x units), Y (y units), Z (z units) 
283961, 8858112, 6518528, 290, 0, 0
284000, 8857600, 6519296, 289, 0, 0
284039, 8857344, 6518272, 290, 0, 0
284078, 8856832, 6517504, 289, 0, 0
284117, 8856064, 6517248, 290, 0, 0
284156, 8855808, 6517760, 290, 0, 0
284195, 8855296, 6517248, 289, 0, 0
284234, 8854528, 6517504, 290, 0, 0
284273, 8854528, 6516992, 290, 0, 0
284312, 8854016, 6517248, 289, 0, 0
284351, 8853760, 6516992, 290, 0, 0
284390, 8852480, 6516736, 290, 0, 0
284429, 8852480, 6516224, 290, 0, 0
284468, 8851968, 6515968, 290, 0, 0
284500, 8852224, 6516224, 290, 0, 0
284538, 8852480, 6516224, 289, 0, 0
284577, 8852480, 6516480, 289, 0, 0
284616, 8852224, 6516992, 289, 0, 0
284655, 8852480, 6516736, 290, 0, 0
284694, 8852736, 6516736, 289, 0, 0
284733, 8852736, 6516224, 290, 0, 0
284772, 8852736, 6517248, 290, 0, 0
284811, 8852736, 6515968, 289, 0, 0
284850, 8853504, 6516224, 290, 0, 0
284889, 8852736, 6516992, 290, 0, 0
284928, 8852736, 6516480, 290, 0, 0
284967, 8852736, 6516736, 290, 0, 0
285007, 8852736, 6517248, 289, 0, 0
285046, 8852736, 6517248, 289, 0, 0
285085, 8852992, 6516480, 289, 0, 0
285123, 8852736, 6516480, 290, 0, 0
285164, 8852736, 6515968, 290, 0, 0
285203, 8852992, 6516736, 290, 0, 0
285242, 8852992, 6516992, 290, 0, 0
285281, 8852736, 6516736, 290, 0, 0
285319, 8852992, 6516992, 290, 0, 0
285358, 8852736, 6516736, 289, 0, 0
285397, 8853504, 6516992, 289, 0, 0
285436, 8853248, 6516736, 289, 0, 0
285475, 8853248, 6516992, 290, 0, 0
285514, 8853248, 6516480, 289, 0, 0
285559, 8853248, 6516736, 290, 0, 0
285605, 8852992, 6517248, 290, 0, 0
285644, 8853248, 6516736, 290, 0, 0
285682, 8852992, 6517248, 290, 0, 0
285721, 8852736, 6517504, 289, 0, 0
285760, 8852992, 6516736, 290, 0, 0
285799, 8852992, 6517248, 290, 0, 0
285838, 8853504, 6516736, 289, 0, 0
285876, 8852992, 6516736, 290, 0, 0
285915, 8852736, 6516736, 289, 0, 0
285954, 8852224, 6516736, 290, 0, 0
285993, 8852480, 6516480, 290, 0, 0
286032, 8851968, 6515968, 290, 0, 0
286071, 8852224, 6515968, 290, 0, 0
286110, 8852224, 6515712, 290, 0, 0
286149, 8851712, 6516480, 290, 0, 0
286188, 8851456, 6516224, 290, 0, 0
286227, 8851456, 6516224, 289, 0, 0
286266, 8851968, 6515968, 290, 0, 0
286305, 8851712, 6515968, 289, 0, 0
286344, 8851456, 6515968, 290, 0, 0
286383, 8851712, 6515968, 290, 0, 0
286422, 8851200, 6515712, 290, 0, 0
286461, 8850688, 6515200, 290, 0, 0
286500, 8850944, 6514688, 290, 0, 0
286539, 8850688, 6515200, 289, 0, 0
286578, 8850432, 6515456, 290, 0, 0
286617, 8849664, 6515968, 290, 0, 0
286657, 8850176, 6515712, 290, 0, 0
286696, 8849920, 6515712, 290, 0, 0
286735, 8849920, 6515456, 289, 0, 0
286774, 8849920, 6515456, 289, 0, 0
286813, 8849664, 6515200, 290, 0, 0
286852, 8849664, 6515200, 290, 0, 0
286891, 8849664, 6515712, 290, 0, 0
286930, 8849664, 6515712, 290, 0, 0
286969, 8849664, 6515712, 290, 0, 0
287008, 8849408, 6514944, 289, 0, 0
287047, 8849920, 6514432, 290, 0, 0
287086, 8849920, 6514944, 290, 0, 0
287125, 8849920, 6515456, 289, 0, 0
287164, 8849920, 6515200, 289, 0, 0
287204, 8849920, 6515456, 289, 0, 0
287243, 8850176, 6516224, 290, 0, 0
287282, 8849920, 6515200, 291, 0, 0
287321, 8850944, 6515456, 290, 0, 0
287360, 8851200, 6515712, 289, 0, 0
287399, 8850944, 6515968, 289, 0, 0
287438, 8850944, 6516224, 290, 0, 0
287477, 8850944, 6515456, 289, 0, 0
287516, 8851456, 6515968, 290, 0, 0
287555, 8851968, 6516224, 289, 0, 0
287594, 8852224, 6516480, 290, 0, 0
287633, 8851968, 6515712, 289, 0, 0
287672, 8852480, 6516736, 289, 0, 0
287711, 8852992, 6516480, 290, 0, 0
287751, 8853248, 6516224, 290, 0, 0
287789, 8852480, 6516736, 290, 0, 0
287828, 8852736, 6515968, 289, 0, 0
287867, 8852992, 6516736, 289, 0, 0
287906, 8853248, 6516992, 290, 0, 0
287945, 8853248, 6516992, 290, 0, 0
287984, 8853248, 6517248, 290, 0, 0
288023, 8854016, 6516736, 289, 0, 0
288062, 8853760, 6517248, 290, 0, 0
288101, 8854016, 6517760, 289, 0, 0
288140, 8854272, 6516480, 290, 0, 0
288179, 8854016, 6516480, 290, 0, 0
288218, 8854272, 6516736, 289, 0, 0
288258, 8853760, 6516992, 290, 0, 0
288297, 8854272, 6516224, 290, 0, 0
288336, 8854016, 6516736, 290, 0, 0
288375, 8854016, 6516992, 290, 0, 0
288414, 8854272, 6516992, 290, 0, 0
288453, 8853760, 6516992, 290, 0, 0
288492, 8853760, 6516480, 290, 0, 0
288531, 8853760, 6516736, 289, 0, 0
288570, 8853504, 6516992, 290, 0, 0
288609, 8853760, 6517504, 290, 0, 0
288648, 8853760, 6516736, 290, 0, 0
288687, 8853248, 6516992, 290, 0, 0
288726, 8853504, 6516224, 289, 0, 0
288765, 8853760, 6516736, 289, 0, 0
288805, 8854272, 6516736, 290, 0, 0
288844, 8853760, 6516736, 289, 0, 0
288883, 8854016, 6516480, 289, 0, 0
288922, 8854272, 6516480, 289, 0, 0
288961, 8854016, 6516224, 290, 0, 0
289000, 8854272, 6516992, 289, 0, 0
289039, 8854272, 6516736, 290, 0, 0
289078, 8854272, 6516736, 290, 0, 0
289116, 8853760, 6516480, 290, 0, 0
289155, 8854016, 6516992, 290, 0, 0
289194, 8854272, 6516480, 290, 0, 0
289233, 8854272, 6516224, 290, 0, 0
289273, 8853504, 6516224, 288, 0, 0
289312, 8853760, 6516736, 289, 0, 0
289351, 8853504, 6516992, 289, 0, 0
289390, 8852992, 6516224, 290, 0, 0
289429, 8852736, 6516480, 289, 0, 0
289468, 8852480, 6516224, 290, 0, 0
289506, 8852224, 6516224, 289, 0, 0
289545, 8852224, 6515968, 289, 0, 0
289584, 8851968, 6515456, 290, 0, 0
289623, 8851712, 6515456, 290, 0, 0
289662, 8851456, 6515200, 290, 0, 0
289700, 8851200, 6515456, 289, 0, 0
289739, 8851200, 6515456, 290, 0, 0
289778, 8851456, 6515200, 290, 0, 0
289817, 8850688, 6515968, 289, 0, 0
289858, 8851200, 6515456, 290, 0, 0
289898, 8851200, 6514944, 290, 0, 0
289936, 8850944, 6515200, 290, 0, 0
289975, 8851200, 6515200, 289, 0, 0
290014, 8850944, 6514944, 289, 0, 0
290053, 8850944, 6515200, 290, 0, 0
290092, 8851200, 6515456, 289, 0, 0
290130, 8850944, 6514944, 290, 0, 0
290169, 8851456, 6514944, 289, 0, 0
290208, 8850944, 6515456, 290, 0, 0
290247, 8850688, 6514944, 290, 0, 0
290286, 8851200, 6515200, 289, 0, 0
290324, 8851200, 6516224, 290, 0, 0
290363, 8851200, 6515712, 289, 0, 0
290402, 8851456, 6515200, 290, 0, 0
290442, 8851200, 6515456, 290, 0, 0
290481, 8850688, 6515200, 290, 0, 0
290520, 8851456, 6515456, 290, 0, 0
290559, 8851456, 6515712, 290, 0, 0
290598, 8851456, 6515712, 289, 0, 0
290637, 8851456, 6515968, 289, 0, 0
290676, 8851200, 6514944, 289, 0, 0
290715, 8850944, 6515456, 290, 0, 0
290754, 8851200, 6516224, 289, 0, 0
290793, 8851456, 6514944, 289, 0, 0
290832, 8851456, 6514944, 290, 0, 0
290871, 8851200, 6515200, 289, 0, 0
290910, 8851200, 6515712, 290, 0, 0
290949, 8851456, 6515456, 290, 0, 0
290988, 8851456, 6515968, 290, 0, 0
291027, 8851456, 6515456, 290, 0, 0
291067, 8851456, 6515456, 290, 0, 0
291105, 8851456, 6515712, 290, 0, 0
291144, 8851456, 6515968, 289, 0, 0
291183, 8851712, 6515456, 289, 0, 0
291222, 8851712, 6515456, 290, 0, 0
291261, 8851456, 6515712, 289, 0, 0
291300, 8851968, 6515968, 289, 0, 0
291339, 8852224, 6515456, 289, 0, 0
291378, 8851968, 6515456, 289, 0, 0
291417, 8852224, 6515200, 290, 0, 0
291456, 8852224, 6515456, 289, 0, 0
291496, 8851968, 6516480, 289, 0, 0
291535, 8851968, 6515200, 290, 0, 0
291574, 8852224, 6515456, 289, 0, 0
291613, 8851968, 6516224, 289, 0, 0
291652, 8851968, 6515456, 289, 0, 0
291691, 8851968, 6514688, 289, 0, 0
291730, 8851456, 6515712, 290, 0, 0
291769, 8851200, 6515456, 290, 0, 0
291808, 8851200, 6514944, 290, 0, 0
291847, 8851200, 6515200, 290, 0, 0
291886, 8850944, 6514176, 290, 0, 0
291925, 8850688, 6514688, 290, 0, 0
291964, 8850432, 6514432, 290, 0, 0
292003, 8850176, 6514176, 289, 0, 0
292043, 8849920, 6514176, 289, 0, 0
292082, 8850432, 6513664, 289, 0, 0
292121, 8849408, 6513408, 289, 0, 0
292160, 8849664, 6513664, 289, 0, 0
292199, 8849152, 6513152, 290, 0, 0
292238, 8849152, 6514688, 290, 0, 0
292277, 8849152, 6513920, 289, 0, 0
292316, 8848896, 6513408, 289, 0, 0
292355, 8848896, 6513664, 290, 0, 0
292394, 8848640, 6513664, 289, 0, 0
292433, 8848896, 6513920, 290, 0, 0
292472, 8848640, 6513664, 289, 0, 0
292510, 8848128, 6512384, 290, 0, 0
292549, 8847360, 6513152, 290, 0, 0
292589, 8847616, 6513664, 290, 0, 0
292628, 8847872, 6513408, 289, 0, 0
292667, 8847360, 6512640, 290, 0, 0
292706, 8847872, 6512896, 290, 0, 0
292745, 8847360, 6512896, 290, 0, 0
292784, 8847360, 6512896, 289, 0, 0
292823, 8847360, 6512896, 289, 0, 0
292862, 8847360, 6512640, 289, 0, 0
292901, 8847360, 6512640, 289, 0, 0
292940, 8847360, 6512896, 290, 0, 0
292979, 8847104, 6512896, 290, 0, 0
293018, 8847104, 6513408, 289, 0, 0
293057, 8847616, 6513408, 290, 0, 0
293096, 8847360, 6513152, 289, 0, 0
293136, 8847360, 6513408, 290, 0, 0
293175, 8847104, 6513408, 290, 0, 0
293214, 8847104, 6512640, 290, 0, 0
293253, 8847104, 6512128, 290, 0, 0
293292, 8846848, 6512896, 289, 0, 0
293331, 8847104, 6513408, 290, 0, 0
293370, 8846592, 6512896, 289, 0, 0
293409, 8847104, 6512896, 289, 0, 0
293448, 8846592, 6513152, 290, 0, 0
293487, 8847104, 6512640, 290, 0, 0
293526, 8846848, 6512384, 290, 0, 0
293565, 8846592, 6512896, 290, 0, 0
293604, 8846848, 6513408, 289, 0, 0
293643, 8846848, 6512896, 289, 0, 0
293682, 8846848, 6511872, 289, 0, 0
293721, 8846336, 6512128, 290, 0, 0
293760, 8846080, 6511872, 290, 0, 0
293799, 8845824, 6512384, 290, 0, 0
293837, 8845568, 6512128, 290, 0, 0
293876, 8845056, 6511872, 289, 0, 0
293915, 8844800, 6511616, 289, 0, 0
293954, 8844544, 6512384, 289, 0, 0
293993, 8844544, 6511616, 290, 0, 0
294031, 8843776, 6511616, 290, 0, 0
294071, 8843520, 6511616, 289, 0, 0
294109, 8843776, 6511872, 289, 0, 0
294148, 8843776, 6512384, 290, 0, 0
294187, 8844288, 6511616, 289, 0, 0
294226, 8843520, 6512640, 290, 0, 0
294265, 8844032, 6512128, 290, 0, 0
294304, 8843520, 6512640, 289, 0, 0
294343, 8843520, 6512384, 289, 0, 0
294382, 8843264, 6512384, 289, 0, 0
294421, 8842752, 6512384, 290, 0, 0
294459, 8842752, 6512384, 290, 0, 0
294498, 8842752, 6512384, 290, 0, 0
294537, 8842752, 6512128, 290, 0, 0
294578, 8842240, 6512128, 290, 0, 0
294617, 8841984, 6511360, 290, 0, 0
294656, 8841984, 6511616, 290, 0, 0
294695, 8841472, 6511872, 289, 0, 0
294734, 8841472, 6511616, 291, 0, 0
294773, 8841216, 6511616, 290, 0, 0
294812, 8840704, 6511104, 290, 0, 0
294851, 8840960, 6510848, 290, 0, 0
294890, 8840448, 6509824, 291, 0, 0
294929, 8840704, 6510336, 291, 0, 0
294968, 8840960, 6510080, 290, 0, 0
295007, 8840704, 6510336, 290, 0, 0
295046, 8840704, 6510336, 290, 0, 0
295085, 8840448, 6509824, 290, 0, 0
295124, 8839936, 6510592, 290, 0, 0
295163, 8839680, 6509568, 289, 0, 0
295202, 8839680, 6511104, 290, 0, 0
295241, 8838912, 6510336, 289, 0, 0
295281, 8838144, 6510592, 290, 0, 0
295320, 8837632, 6509312, 289, 0, 0
295359, 8837376, 6508800, 290, 0, 0
295398, 8836864, 6508544, 290, 0, 0
295437, 8836352, 6508544, 290, 0, 0
295476, 8836352, 6508544, 290, 0, 0
295515, 8836352, 6509312, 290, 0, 0
295554, 8835584, 6508288, 290, 0, 0
295593, 8835072, 6508800, 290, 0, 0
295632, 8835584, 6509056, 289, 0, 0
295670, 8835584, 6507776, 289, 0, 0
295709, 8836096, 6508288, 290, 0, 0
295748, 8835584, 6508288, 289, 0, 0
295787, 8836352, 6508544, 290, 0, 0
295827, 8836352, 6508288, 290, 0, 0
295866, 8836608, 6508800, 290, 0, 0
295905, 8837120, 6509568, 289, 0, 0
295944, 8837120, 6509824, 289, 0, 0
295983, 8837120, 6509568, 290, 0, 0
296022, 8837888, 6509568, 289, 0, 0
296061, 8837632, 6509824, 290, 0, 0
296099, 8837888, 6510080, 290, 0, 0
296138, 8838144, 6510080, 290, 0, 0
296177, 8838144, 6510848, 289, 0, 0
296216, 8838400, 6511360, 290, 0, 0
296255, 8838912, 6510592, 289, 0, 0
296294, 8838400, 6511616, 290, 0, 0
296333, 8838912, 6511872, 290, 0, 0
296373, 8839168, 6511616, 290, 0, 0
296411, 8839680, 6511872, 290, 0, 0
296450, 8839424, 6511360, 290, 0, 0
296489, 8839936, 6511360, 289, 0, 0
296528, 8839936, 6511616, 290, 0, 0
296567, 8839936, 6510848, 290, 0, 0
296606, 8839680, 6512128, 290, 0, 0
296645, 8839424, 6510848, 290, 0, 0
296684, 8839424, 6510848, 289, 0, 0
296723, 8839424, 6510592, 289, 0, 0
296762, 8839168, 6511616, 290, 0, 0
296801, 8839424, 6511360, 290, 0, 0
296840, 8839168, 6511616, 289, 0, 0
296879, 8839168, 6510848, 290, 0, 0
296918, 8839168, 6511872, 289, 0, 0
296957, 8838912, 6512128, 290, 0, 0
296996, 8838400, 6511360, 289, 0, 0
297035, 8838656, 6511872, 290, 0, 0
297074, 8838400, 6511616, 290, 0, 0
297113, 8838400, 6511360, 290, 0, 0
297152, 8838656, 6511104, 289, 0, 0
297191, 8838656, 6511360, 290, 0, 0
297230, 8838144, 6511616, 290, 0, 0
297269, 8837888, 6511104, 290, 0, 0
297308, 8838144, 6511872, 290, 0, 0
297347, 8838400, 6511360, 291, 0, 0
297386, 8838400, 6510336, 290, 0, 0
297425, 8838400, 6510336, 290, 0, 0
297465, 8838400, 6510336, 289, 0, 0
297503, 8838144, 6510080, 289, 0, 0
297542, 8838144, 6510848, 289, 0, 0
297581, 8837888, 6510080, 290, 0, 0
297620, 8838400, 6510080, 290, 0, 0
297659, 8837888, 6509568, 289, 0, 0
297698, 8837888, 6510592, 291, 0, 0
297737, 8837888, 6510080, 290, 0, 0
297776, 8837888, 6510848, 289, 0, 0
297815, 8838400, 6511104, 290, 0, 0
297854, 8837376, 6510336, 290, 0, 0
297893, 8837376, 6509824, 290, 0, 0
297932, 8837632, 6510848, 290, 0, 0
297971, 8837376, 6510592, 290, 0, 0
298010, 8837632, 6510336, 290, 0, 0
298049, 8837632, 6509824, 290, 0, 0
298088, 8838144, 6510592, 290, 0, 0
298127, 8837632, 6509824, 290, 0, 0
298165, 8837632, 6509056, 290, 0, 0
298204, 8837888, 6509824, 289, 0, 0
298243, 8837888, 6510336, 290, 0, 0
298282, 8837888, 6510592, 290, 0, 0
298321, 8838400, 6511360, 290, 0, 0
298359, 8838400, 6510336, 290, 0, 0
298398, 8838656, 6510848, 290, 0, 0
298437, 8838656, 6510592, 290, 0, 0
298476, 8838912, 6510080, 290, 0, 0
298515, 8838656, 6510336, 290, 0, 0
298554, 8838912, 6510080, 290, 0, 0
298593, 8839168, 6510592, 290, 0, 0
298632, 8838912, 6511104, 290, 0, 0
298670, 8839424, 6510080, 289, 0, 0
298709, 8839680, 6509568, 290, 0, 0
298748, 8839680, 6509824, 290, 0, 0
298787, 8839168, 6509056, 290, 0, 0
298825, 8839424, 6508800, 290, 0, 0
298864, 8839424, 6509312, 290, 0, 0
298903, 8839424, 6508800, 290, 0, 0
298942, 8839680, 6508544, 290, 0, 0
298981, 8839680, 6508800, 290, 0, 0
299019, 8839168, 6508544, 289, 0, 0
299059, 8839424, 6508544, 290, 0, 0
299098, 8839424, 6508544, 290, 0, 0
299137, 8839680, 6508288, 290, 0, 0
299176, 8839424, 6508800, 290, 0, 0
299215, 8839424, 6508800, 289, 0, 0
299254, 8839168, 6509312, 290, 0, 0
299295, 8839168, 6508544, 289, 0, 0
299334, 8839168, 6509056, 290, 0, 0
299373, 8838912, 6509056, 289, 0, 0
299412, 8838144, 6508544, 290, 0, 0
299451, 8838400, 6508800, 290, 0, 0
299490, 8838400, 6509056, 290, 0, 0
299529, 8838656, 6509056, 290, 0, 0
299568, 8838400, 6508800, 290, 0, 0
299608, 8838400, 6508800, 290, 0, 0
299647, 8838144, 6508800, 289, 0, 0
299686, 8837888, 6509056, 290, 0, 0
299725, 8837376, 6509312, 290, 0, 0
299764, 8837632, 6508800, 290, 0, 0
299803, 8837632, 6508544, 290, 0, 0
299842, 8837888, 6508800, 290, 0, 0
299881, 8837632, 6508800, 290, 0, 0
299919, 8837632, 6508288, 289, 0, 0
299958, 8837632, 6509056, 290, 0, 0
299997, 8837632, 6508800, 290, 0, 0
300036, 8837632, 6508032, 290, 0, 0
300075, 8837376, 6508544, 290, 0, 0
300114, 8837120, 6508032, 290, 0, 0
300154, 8837376, 6508544, 290, 0, 0
300193, 8837120, 6508288, 290, 0, 0
300232, 8837120, 6508544, 289, 0, 0
300271, 8837376, 6508032, 290, 0, 0
300310, 8837376, 6508800, 290, 0, 0
300349, 8837120, 6508032, 290, 0, 0
300388, 8837120, 6508544, 290, 0, 0
300427, 8837376, 6508032, 289, 0, 0
300466, 8837632, 6508288, 289, 0, 0
300505, 8837632, 6508800, 290, 0, 0
300544, 8837120, 6508288, 290, 0, 0
300583, 8837120, 6509056, 290, 0, 0
300622, 8836864, 6508800, 290, 0, 0
300660, 8837120, 6508032, 290, 0, 0
300700, 8837120, 6508288, 290, 0, 0
300739, 8837376, 6508544, 290, 0, 0
300778, 8837632, 6508544, 289, 0, 0
300817, 8837376, 6508288, 290, 0, 0
300856, 8837888, 6508032, 290, 0, 0
300895, 8837632, 6508032, 290, 0, 0
300934, 8837888, 6509056, 290, 0, 0
300973, 8837632, 6508800, 290, 0, 0
301012, 8837376, 6508288, 290, 0, 0
301051, 8837632, 6508288, 290, 0, 0
301090, 8837888, 6508544, 290, 0, 0
301128, 8837632, 6508544, 290, 0, 0
301167, 8837888, 6509312, 290, 0, 0
301207, 8837632, 6508288, 290, 0, 0
301246, 8837888, 6508800, 290, 0, 0
301285, 8837888, 6508544, 290, 0, 0
301324, 8837632, 6508288, 290, 0, 0
301363, 8837888, 6508544, 290, 0, 0
301401, 8837376, 6508288, 290, 0, 0
301440, 8837632, 6508800, 290, 0, 0
301479, 8837632, 6508544, 290, 0, 0
301518, 8837632, 6509312, 290, 0, 0
301557, 8837632, 6509056, 290, 0, 0
301596, 8837632, 6508800, 290, 0, 0
301635, 8837120, 6508544, 289, 0, 0
301674, 8837376, 6509056, 289, 0, 0
301713, 8837376, 6509056, 290, 0, 0
301752, 8836864, 6508288, 290, 0, 0
301791, 8836352, 6508544, 290, 0, 0
301830, 8836352, 6508800, 290, 0, 0
301869, 8836352, 6507776, 290, 0, 0
301908, 8836096, 6508032, 290, 0, 0
301947, 8835840, 6507264, 290, 0, 0
301986, 8836096, 6508032, 290, 0, 0
302025, 8835584, 6507520, 290, 0, 0
302064, 8835584, 6508032, 290, 0, 0
302103, 8835840, 6507776, 290, 0, 0
302142, 8835840, 6508032, 290, 0, 0
302180, 8836096, 6508032, 290, 0, 0
302220, 8835584, 6507776, 290, 0, 0
302259, 8836352, 6507264, 290, 0, 0
302298, 8836352, 6508288, 290, 0, 0
302337, 8836352, 6508544, 290, 0, 0
302375, 8836864, 6508032, 290, 0, 0
302414, 8836352, 6508032, 290, 0, 0
302453, 8836864, 6508800, 290, 0, 0
302492, 8837120, 6508800, 290, 0, 0
302531, 8836864, 6508800, 290, 0, 0
302569, 8836352, 6509056, 290, 0, 0
302608, 8836608, 6508544, 290, 0, 0
302647, 8836096, 6508288, 290, 0, 0
302686, 8836608, 6508544, 290, 0, 0
302724, 8836864, 6507776, 290, 0, 0
302763, 8836608, 6507776, 289, 0, 0
302802, 8836352, 6509312, 290, 0, 0
302842, 8835584, 6509056, 290, 0, 0
302880, 8836096, 6509312, 290, 0, 0
302919, 8835072, 6508288, 290, 0, 0
302958, 8835328, 6508544, 290, 0, 0
302996, 8835072, 6508800, 290, 0, 0
303035, 8834560, 6508032, 290, 0, 0
303074, 8834304, 6507776, 290, 0, 0
303113, 8834816, 6508032, 290, 0, 0
303152, 8834304, 6507776, 290, 0, 0
303190, 8834304, 6508288, 289, 0, 0
303229, 8834048, 6508544, 290, 0, 0
303268, 8833536, 6507776, 290, 0, 0
303307, 8833792, 6507520, 290, 0, 0
303345, 8833792, 6507264, 290, 0, 0
303385, 8833792, 6508032, 290, 0, 0
303424, 8833792, 6507264, 290, 0, 0
303463, 8834048, 6507264, 290, 0, 0
303502, 8833792, 6507008, 290, 0, 0
303541, 8833792, 6506752, 290, 0, 0
303579, 8834048, 6506752, 290, 0, 0
303618, 8834304, 6507264, 290, 0, 0
303657, 8833792, 6507520, 290, 0, 0
303696, 8834304, 6506752, 289, 0, 0
303735, 8834816, 6506752, 290, 0, 0
303774, 8834304, 6508032, 290, 0, 0
303813, 8834304, 6507776, 290, 0, 0
303852, 8834816, 6507776, 290, 0, 0
303891, 8834816, 6507264, 290, 0, 0
303931, 8834816, 6507776, 290, 0, 0
303969, 8835072, 6507520, 290, 0, 0
304011, 8835584, 6508032, 290, 0, 0
304050, 8834816, 6507776, 290, 0, 0
304089, 8835072, 6507776, 290, 0, 0
304128, 8835584, 6508544, 289, 0, 0
304167, 8835584, 6507264, 290, 0, 0
304206, 8835328, 6508032, 290, 0, 0
304245, 8835584, 6508032, 290, 0, 0
304283, 8835584, 6508544, 290, 0, 0
304323, 8836096, 6508288, 290, 0, 0
304362, 8835328, 6507264, 290, 0, 0
304401, 8836096, 6508288, 290, 0, 0
304439, 8835840, 6508288, 290, 0, 0
304471, 8836096, 6508032, 290, 0, 0
304510, 8836096, 6508032, 290, 0, 0
304549, 8836096, 6508800, 290, 0, 0
304588, 8836608, 6508032, 290, 0, 0
304627, 8836352, 6508288, 290, 0, 0
304666, 8836096, 6508544, 290, 0, 0
304705, 8836352, 6509312, 290, 0, 0
304744, 8836352, 6509312, 290, 0, 0
304783, 8836608, 6508800, 290, 0, 0
304822, 8836352, 6508288, 290, 0, 0
304861, 8836352, 6509056, 290, 0, 0
304900, 8836352, 6509568, 290, 0, 0
304939, 8836352, 6508800, 291, 0, 0
304979, 8836096, 6508800, 290, 0, 0
305018, 8836352, 6508288, 291, 0, 0
305057, 8835584, 6508544, 290, 0, 0
305096, 8836352, 6508288, 290, 0, 0
305135, 8836352, 6508288, 290, 0, 0
305173, 8836096, 6508288, 290, 0, 0
305213, 8836096, 6507776, 290, 0, 0
305251, 8835328, 6508800, 290, 0, 0
305290, 8836096, 6507776, 290, 0, 0
305329, 8835584, 6507520, 290, 0, 0
305368, 8835584, 6507520, 290, 0, 0
305407, 8836096, 6507776, 290, 0, 0
305446, 8835584, 6508032, 290, 0, 0
305485, 8835584, 6507264, 290, 0, 0
305525, 8835328, 6507264, 290, 0, 0
305564, 8835584, 6507520, 290, 0, 0
305603, 8835328, 6507264, 290, 0, 0
305642, 8835072, 6507776, 290, 0, 0
305681, 8835072, 6507776, 290, 0, 0
305720, 8834816, 6506752, 290, 0, 0
305759, 8834304, 6506752, 290, 0, 0
305798, 8834560, 6507520, 290, 0, 0
305837, 8835072, 6507520, 290, 0, 0
305876, 8834560, 6507008, 290, 0, 0
305915, 8834816, 6507008, 290, 0, 0
305954, 8834304, 6506752, 290, 0, 0
305993, 8834560, 6506496, 290, 0, 0
306032, 8834304, 6507264, 290, 0, 0
306072, 8834560, 6507008, 290, 0, 0
306111, 8834560, 6507264, 290, 0, 0
306150, 8834304, 6507264, 290, 0, 0
306189, 8834816, 6507776, 290, 0, 0
306228, 8834304, 6507264, 290, 0, 0
306267, 8835072, 6507264, 291, 0, 0
306306, 8834816, 6507264, 290, 0, 0
306345, 8834816, 6507520, 290, 0, 0
306384, 8834816, 6507520, 291, 0, 0
306423, 8834816, 6507520, 290, 0, 0
306462, 8835328, 6507264, 290, 0, 0
306501, 8835072, 6508544, 290, 0, 0
306540, 8834816, 6507520, 290, 0, 0
306579, 8835072, 6507520, 290, 0, 0
306618, 8835072, 6508288, 289, 0, 0
306657, 8835072, 6507776, 290, 0, 0
306696, 8835072, 6507520, 290, 0, 0
306735, 8835072, 6507520, 289, 0, 0
306774, 8835328, 6507520, 290, 0, 0
306812, 8835328, 6508288, 290, 0, 0
306851, 8835072, 6507008, 290, 0, 0
306890, 8835072, 6507520, 290, 0, 0
306929, 8835072, 6507520, 290, 0, 0
306968, 8835328, 6508288, 291, 0, 0
307006, 8835328, 6507776, 290, 0, 0
307045, 8835328, 6507520, 290, 0, 0
307084, 8835072, 6507520, 290, 0, 0
307123, 8835072, 6507776, 290, 0, 0
307162, 8835072, 6507776, 290, 0, 0
307201, 8835328, 6507520, 290, 0, 0
307240, 8834816, 6507520, 290, 0, 0
307279, 8834816, 6507264, 290, 0, 0
307318, 8835328, 6507520, 290, 0, 0
307356, 8835072, 6507520, 290, 0, 0
307395, 8834816, 6507776, 290, 0, 0
307434, 8835072, 6507264, 290, 0, 0
307473, 8835072, 6507008, 290, 0, 0
307511, 8835072, 6507776, 290, 0, 0
307550, 8835072, 6507520, 290, 0, 0
