TIME (milliseconds), Temperature (temp units), Pressure (pressure units), X (x units), Y (y units), Z (z units) 
260091, 8885504, 6574848, 1988, 1989, 1991
260131, 8885504, 6574336, 1982, 1992, 1991
260170, 8885248, 6576128, 1985, 1992, 1986
260210, 8885504, 6578176, 1978, 1989, 1987
260249, 8886016, 6578944, 1974, 1984, 1990
260289, 8885760, 6579200, 1983, 1990, 1995
260329, 8885760, 6579456, 1983, 1986, 1993
260369, 8885760, 6580736, 1979, 1984, 1996
260408, 8885504, 6582528, 1990, 1983, 2000
260447, 8885760, 6583296, 1984, 1984, 1992
260487, 8885760, 6583040, 1983, 1983, 1992
260526, 8886016, 6584320, 1981, 1990, 1992
260566, 8886016, 6584576, 1982, 1986, 1989
260605, 8885760, 6585088, 1981, 1988, 1991
260645, 8886016, 6586368, 1984, 1985, 1995
260684, 8886272, 6587136, 1985, 1985, 1992
260723, 8886272, 6587136, 1983, 1986, 1989
260763, 8886016, 6588672, 1983, 1989, 1989
260803, 8886272, 6588160, 1983, 1983, 1988
260842, 8886016, 6588928, 1984, 1989, 1988
260882, 8886528, 6590208, 1983, 1983, 1994
260921, 8886528, 6589696, 1982, 1987, 1990
260961, 8886784, 6589696, 1981, 1991, 1988
261000, 8886272, 6592512, 1984, 1997, 1992
261039, 8886784, 6592768, 1983, 1980, 1994
261079, 8886784, 6592256, 1979, 1983, 1993
261118, 8887040, 6592000, 1982, 1991, 1998
261158, 8886528, 6593792, 1983, 1989, 1991
261197, 8886784, 6594304, 1981, 1992, 1989
261237, 8886784, 6595328, 1983, 1986, 1987
261277, 8886784, 6593024, 1983, 1987, 1990
261317, 8886784, 6595840, 1982, 1987, 1996
261356, 8886784, 6595584, 1983, 1987, 1996
261396, 8887296, 6593536, 1980, 1987, 1991
261435, 8887296, 6596608, 1985, 1983, 1997
261475, 8887040, 6594816, 1988, 1986, 1989
261516, 8887296, 6597632, 1989, 1982, 1991
261556, 8887552, 6594560, 1984, 1985, 1995
261596, 8887296, 6597888, 1983, 1985, 1995
261635, 8887552, 6597120, 1986, 1990, 1988
261675, 8887808, 6595840, 1979, 1989, 1991
261715, 8887552, 6599168, 1979, 1988, 1993
261755, 8887552, 6598400, 1986, 1990, 1997
261794, 8888064, 6596352, 1980, 1987, 1993
261834, 8888064, 6598400, 1991, 1987, 1997
261874, 8888576, 6596608, 1889, 1931, 2001
261913, 8888320, 6599680, 1897, 2007, 2015
261953, 8887808, 6599424, 1917, 1978, 2009
261992, 8888064, 6600960, 1908, 2023, 2056
262031, 8888320, 6603520, 1946, 2003, 2029
262071, 8888576, 6604288, 1988, 2022, 2032
262110, 8888320, 6603264, 2009, 2031, 2065
262151, 8888320, 6604288, 2015, 1981, 2068
262190, 8888832, 6601472, 2022, 1988, 2052
262230, 8888576, 6600704, 2017, 1979, 2045
262269, 8888576, 6600704, 2014, 1968, 2042
262308, 8888832, 6601216, 2009, 1979, 2041
262348, 8889088, 6601472, 2002, 1973, 2041
262387, 8888832, 6601216, 1995, 1977, 2051
262427, 8888832, 6600704, 1990, 1970, 2028
262467, 8889088, 6599680, 1979, 1969, 2026
262506, 8888832, 6598912, 1970, 1971, 2011
262545, 8889088, 6597120, 1962, 1964, 1992
262585, 8889088, 6599168, 1960, 1973, 2000
262625, 8888832, 6596864, 1969, 1975, 2000
262664, 8888832, 6598656, 1972, 1964, 1990
262704, 8889344, 6597632, 1962, 1953, 1986
262743, 8889344, 6597888, 1961, 1945, 1993
262783, 8889344, 6598144, 1955, 1925, 2002
262823, 8889600, 6599936, 1973, 1923, 2018
262862, 8889344, 6600448, 1978, 1930, 2038
262901, 8889600, 6598144, 1989, 1980, 2045
262941, 8889088, 6598144, 1997, 1997, 2064
262980, 8889344, 6597120, 1995, 2016, 2075
263020, 8889600, 6596864, 1988, 1990, 2048
263059, 8889344, 6595584, 1983, 2006, 2041
263099, 8889600, 6595584, 1981, 2000, 2047
263139, 8889600, 6594304, 1981, 2001, 2045
263178, 8889856, 6594304, 1977, 1981, 2041
263218, 8889600, 6593536, 1975, 1985, 2029
263257, 8889856, 6593536, 1966, 1981, 2022
263297, 8889600, 6592256, 1964, 1971, 2010
263336, 8889088, 6590464, 1966, 1968, 2007
263376, 8890112, 6590208, 1964, 1953, 1998
263415, 8890112, 6592256, 1963, 1955, 1998
263455, 8889856, 6593536, 1963, 1946, 2002
263494, 8889856, 6593536, 1959, 1935, 2013
263534, 8890112, 6593280, 1967, 1941, 2034
263574, 8890112, 6592768, 1979, 1958, 2038
263613, 8890368, 6592000, 1983, 2004, 2063
263653, 8890112, 6590208, 2000, 2022, 2056
263693, 8891392, 6591488, 1998, 2027, 2040
263732, 8890624, 6589184, 1994, 2041, 2037
263772, 8891136, 6588416, 1994, 2044, 2039
263811, 8890880, 6587392, 1984, 2020, 2039
263850, 8891392, 6587136, 1980, 1988, 2032
263890, 8891136, 6585600, 1974, 1977, 2018
263929, 8891136, 6584320, 1963, 1988, 2015
263969, 8891136, 6583808, 1943, 1987, 2001
264009, 8891904, 6583808, 1935, 1993, 1977
264048, 8891392, 6582272, 1950, 1993, 1986
264087, 8891392, 6582272, 1929, 1995, 1983
264127, 8891904, 6581248, 1943, 1979, 2017
264166, 8891904, 6583808, 1960, 2003, 2039
264205, 8892160, 6583040, 1974, 1999, 2051
264245, 8891648, 6582272, 1987, 1963, 2044
264284, 8891904, 6582528, 1979, 1911, 2037
264323, 8891392, 6582528, 1992, 1881, 1994
264363, 8892160, 6580224, 2008, 1891, 1968
264402, 8891648, 6577920, 1995, 1907, 1977
264442, 8891648, 6578432, 1989, 1918, 1993
264481, 8891904, 6578432, 2005, 1924, 2013
264521, 8891392, 6577408, 1998, 1945, 2037
264560, 8891136, 6576128, 1998, 1975, 2039
264599, 8891392, 6576896, 1988, 1987, 2038
264639, 8891136, 6574336, 1970, 2003, 2056
264678, 8891904, 6574592, 1948, 2022, 2032
264717, 8891648, 6572032, 1926, 2024, 2000
264757, 8891392, 6571520, 1947, 2000, 1991
264796, 8891648, 6569472, 1931, 2006, 1986
264835, 8891392, 6568960, 1928, 2005, 1990
264874, 8891648, 6567680, 1943, 2002, 2008
264915, 8891648, 6567168, 1931, 2007, 2016
264954, 8891648, 6568192, 1936, 1993, 2028
264994, 8891904, 6568704, 1947, 1917, 2001
265033, 8891648, 6569216, 1945, 1928, 2043
265072, 8891648, 6571008, 1954, 1910, 2056
265112, 8892160, 6569472, 1961, 1943, 2047
265151, 8891904, 6569984, 1971, 2011, 2061
265191, 8891904, 6567424, 1966, 2025, 2069
265231, 8892160, 6566144, 1959, 2069, 2016
265270, 8892416, 6565376, 1943, 2062, 1950
265309, 8892672, 6565632, 1932, 2038, 1953
265349, 8892160, 6564352, 1943, 2035, 1956
265389, 8892672, 6560768, 1934, 2028, 1960
265428, 8892416, 6560512, 1908, 1991, 1945
265468, 8892928, 6558976, 1896, 1968, 1968
265508, 8892416, 6557184, 1882, 1953, 2014
265547, 8892672, 6555648, 1930, 1956, 2034
265587, 8892928, 6557696, 1915, 2042, 2007
265626, 8893440, 6554368, 1894, 2016, 1987
265665, 8892928, 6554880, 1858, 1979, 1939
265705, 8893184, 6552832, 1875, 1951, 1939
265744, 8893440, 6556160, 1896, 1941, 1993
265784, 8893440, 6554880, 1908, 1985, 2026
265824, 8892928, 6552832, 1987, 2019, 2063
265863, 8893184, 6553600, 1930, 1994, 2050
265903, 8893184, 6553344, 1928, 1996, 2023
265942, 8893184, 6548992, 1901, 2018, 1992
265982, 8893696, 6550272, 1880, 2035, 1979
266021, 8893440, 6550272, 1896, 2051, 1939
266061, 8893696, 6549248, 1897, 2022, 1904
266100, 8893440, 6547456, 1904, 1996, 1888
266140, 8893696, 6547200, 1911, 1999, 1860
266179, 8893440, 6546432, 1910, 1998, 1923
266219, 8893696, 6547968, 1900, 1990, 1925
266260, 8893952, 6545408, 1904, 1988, 1957
266301, 8893696, 6545408, 1906, 2004, 1961
266340, 8894208, 6545152, 1919, 2029, 1956
266379, 8894208, 6546176, 1919, 2030, 1944
266419, 8894208, 6542336, 1905, 2012, 1926
266459, 8893952, 6541568, 1896, 1983, 1926
266498, 8894208, 6542336, 1897, 1970, 1986
266538, 8894464, 6542080, 1905, 2005, 1995
266577, 8894464, 6542592, 1898, 2032, 1974
266616, 8894464, 6541824, 1900, 2020, 1930
266656, 8894464, 6540288, 1905, 1991, 1914
266695, 8894464, 6540544, 1908, 1986, 1928
266735, 8894976, 6538496, 1916, 1960, 1938
266775, 8894720, 6537472, 1919, 1946, 1969
266815, 8894720, 6539008, 1909, 1964, 1993
266854, 8895232, 6539264, 1912, 2016, 2004
266894, 8894976, 6536960, 1911, 2051, 1975
266933, 8895232, 6536704, 1969, 1945, 2010
266973, 8895232, 6537728, 1911, 2005, 1901
267012, 8895488, 6535680, 1893, 2015, 1900
267052, 8894976, 6536192, 1899, 2017, 1865
267091, 8895744, 6536704, 834, 395, 458
267131, 8899840, 6533888, 390, 0, 0
267169, 8896000, 6534400, 359, 0, 0
267208, 8895488, 6535424, 345, 0, 0
267248, 8895232, 6534912, 336, 0, 0
267287, 8894464, 6534656, 329, 0, 0
267326, 8894976, 6536960, 325, 0, 0
267365, 8893952, 6534144, 320, 0, 0
267403, 8893696, 6534656, 316, 0, 0
267442, 8893440, 6532864, 313, 0, 0
267481, 8892928, 6533376, 311, 0, 0
267520, 8892928, 6533888, 309, 0, 0
267559, 8892416, 6532608, 307, 0, 0
267597, 8892416, 6532864, 306, 0, 0
267636, 8892160, 6533632, 304, 0, 0
267675, 8891648, 6532864, 303, 0, 0
267714, 8891392, 6532864, 302, 0, 0
267753, 8891392, 6532864, 302, 0, 0
267792, 8891136, 6532864, 301, 0, 0
267831, 8890880, 6532608, 300, 0, 0
267870, 8891136, 6532352, 299, 0, 0
267909, 8890880, 6532608, 299, 0, 0
267947, 8890880, 6532352, 298, 0, 0
267986, 8890368, 6532096, 298, 0, 0
268025, 8890624, 6531840, 298, 0, 0
268063, 8890624, 6532352, 298, 0, 0
268102, 8890368, 6532096, 296, 0, 0
268141, 8890112, 6532608, 296, 0, 0
268179, 8890368, 6532096, 296, 0, 0
268218, 8890112, 6531328, 296, 0, 0
268257, 8890112, 6532352, 295, 0, 0
268297, 8890368, 6532608, 294, 0, 0
268335, 8890624, 6532352, 295, 0, 0
268374, 8890112, 6532864, 294, 0, 0
268413, 8890112, 6531840, 295, 0, 0
268451, 8890624, 6532352, 295, 0, 0
268490, 8890368, 6531840, 294, 0, 0
268529, 8890112, 6532096, 294, 0, 0
268568, 8889856, 6531840, 294, 0, 0
268607, 8889856, 6532096, 294, 0, 0
268645, 8889856, 6531840, 293, 0, 0
268684, 8889600, 6532864, 294, 0, 0
268723, 8889856, 6532096, 293, 0, 0
268761, 8889856, 6532352, 293, 0, 0
268800, 8889600, 6531840, 293, 0, 0
268840, 8890112, 6532096, 292, 0, 0
268879, 8889600, 6531840, 293, 0, 0
268917, 8889600, 6531584, 293, 0, 0
268956, 8889344, 6531840, 292, 0, 0
268995, 8889856, 6531840, 292, 0, 0
269034, 8889600, 6530816, 293, 0, 0
269073, 8889344, 6531584, 292, 0, 0
269112, 8889344, 6532096, 293, 0, 0
269151, 8889088, 6531328, 292, 0, 0
269190, 8888832, 6531328, 292, 0, 0
269228, 8889344, 6531584, 292, 0, 0
269267, 8888832, 6532352, 293, 0, 0
269306, 8889088, 6531584, 292, 0, 0
269345, 8889088, 6531328, 292, 0, 0
269385, 8888832, 6531328, 292, 0, 0
269424, 8888832, 6531584, 292, 0, 0
269463, 8888576, 6531328, 292, 0, 0
269502, 8888320, 6531840, 292, 0, 0
269540, 8888320, 6531328, 292, 0, 0
269579, 8888064, 6531584, 292, 0, 0
269618, 8888320, 6531072, 291, 0, 0
269657, 8888064, 6530560, 292, 0, 0
269696, 8888064, 6531584, 292, 0, 0
269735, 8887808, 6531072, 291, 0, 0
269774, 8888064, 6530816, 291, 0, 0
269813, 8887552, 6530560, 291, 0, 0
269852, 8888320, 6531072, 291, 0, 0
269890, 8888064, 6530304, 292, 0, 0
269930, 8888064, 6530560, 291, 0, 0
269969, 8888064, 6530560, 292, 0, 0
270008, 8888064, 6530304, 291, 0, 0
270047, 8887296, 6531072, 291, 0, 0
270086, 8887552, 6530560, 291, 0, 0
270124, 8887808, 6531072, 292, 0, 0
270163, 8887296, 6530560, 292, 0, 0
270202, 8887040, 6530816, 291, 0, 0
270241, 8887296, 6530560, 291, 0, 0
270280, 8887808, 6530304, 291, 0, 0
270319, 8887296, 6530816, 291, 0, 0
270358, 8886784, 6530048, 291, 0, 0
270397, 8887552, 6530560, 291, 0, 0
270436, 8886528, 6530304, 291, 0, 0
270475, 8886784, 6530560, 292, 0, 0
270514, 8886528, 6530304, 291, 0, 0
270553, 8886784, 6530560, 291, 0, 0
270592, 8887040, 6530304, 291, 0, 0
270631, 8887040, 6530304, 291, 0, 0
270670, 8887296, 6530560, 291, 0, 0
270709, 8887296, 6531072, 291, 0, 0
270748, 8886528, 6530816, 291, 0, 0
270787, 8887040, 6530560, 291, 0, 0
270826, 8887040, 6530560, 291, 0, 0
270864, 8887040, 6530048, 291, 0, 0
270903, 8886528, 6530048, 292, 0, 0
270942, 8886528, 6530048, 291, 0, 0
270983, 8886272, 6530048, 292, 0, 0
271023, 8886272, 6530560, 291, 0, 0
271062, 8885760, 6529792, 291, 0, 0
271101, 8886016, 6529792, 291, 0, 0
271140, 8886272, 6530560, 291, 0, 0
271178, 8886272, 6530048, 291, 0, 0
271217, 8885760, 6530304, 291, 0, 0
271256, 8886272, 6530048, 291, 0, 0
271295, 8885504, 6529536, 291, 0, 0
271334, 8885248, 6529792, 291, 0, 0
271373, 8885760, 6530048, 291, 0, 0
271412, 8885760, 6529280, 290, 0, 0
271451, 8885760, 6530304, 291, 0, 0
271490, 8885248, 6529792, 291, 0, 0
271530, 8884992, 6530048, 291, 0, 0
271568, 8885504, 6529792, 291, 0, 0
271607, 8885248, 6529792, 291, 0, 0
271646, 8885760, 6529792, 290, 0, 0
271685, 8884992, 6529792, 291, 0, 0
271724, 8884992, 6529536, 291, 0, 0
271763, 8885504, 6529536, 291, 0, 0
271802, 8885248, 6529280, 291, 0, 0
271841, 8885504, 6529536, 290, 0, 0
271880, 8885504, 6529792, 291, 0, 0
271919, 8885248, 6529536, 291, 0, 0
271958, 8885504, 6530304, 291, 0, 0
271997, 8885504, 6530048, 290, 0, 0
272036, 8885504, 6529536, 290, 0, 0
272075, 8885504, 6529024, 291, 0, 0
272114, 8885248, 6528768, 291, 0, 0
272153, 8885504, 6530048, 291, 0, 0
272192, 8884992, 6528768, 291, 0, 0
272230, 8884992, 6529024, 290, 0, 0
272269, 8884480, 6528512, 291, 0, 0
272308, 8885248, 6529024, 291, 0, 0
272346, 8884480, 6528768, 291, 0, 0
272385, 8884480, 6528768, 290, 0, 0
272424, 8884736, 6528768, 290, 0, 0
272463, 8884992, 6528768, 291, 0, 0
272501, 8884480, 6528512, 291, 0, 0
272540, 8884736, 6528256, 290, 0, 0
272579, 8883968, 6529024, 290, 0, 0
272618, 8884480, 6529280, 291, 0, 0
272657, 8883968, 6529024, 291, 0, 0
272696, 8884224, 6528768, 291, 0, 0
272735, 8884224, 6529536, 290, 0, 0
272773, 8884224, 6529280, 291, 0, 0
272812, 8883968, 6529536, 291, 0, 0
272851, 8883968, 6528256, 290, 0, 0
272890, 8883968, 6529280, 290, 0, 0
272928, 8883968, 6529280, 290, 0, 0
272967, 8883968, 6529024, 291, 0, 0
273006, 8883456, 6529536, 291, 0, 0
273045, 8883712, 6528256, 291, 0, 0
273084, 8884224, 6528256, 291, 0, 0
273122, 8883456, 6529536, 290, 0, 0
273162, 8883456, 6528768, 290, 0, 0
273201, 8883200, 6529024, 290, 0, 0
273240, 8882944, 6529024, 291, 0, 0
273279, 8882688, 6529024, 290, 0, 0
273318, 8882944, 6528512, 290, 0, 0
273357, 8882944, 6528768, 291, 0, 0
273396, 8882944, 6528256, 290, 0, 0
273435, 8882944, 6529280, 291, 0, 0
273474, 8882432, 6528768, 290, 0, 0
273513, 8882176, 6527744, 290, 0, 0
273552, 8882688, 6528512, 291, 0, 0
273590, 8882176, 6528768, 290, 0, 0
273629, 8882432, 6528000, 291, 0, 0
273668, 8882688, 6528256, 290, 0, 0
273708, 8881920, 6528256, 290, 0, 0
273747, 8882176, 6528000, 291, 0, 0
273786, 8882176, 6528256, 291, 0, 0
273825, 8881920, 6528256, 290, 0, 0
273864, 8881664, 6528512, 290, 0, 0
273902, 8881920, 6528000, 290, 0, 0
273942, 8881664, 6528000, 291, 0, 0
273981, 8881664, 6527744, 291, 0, 0
274019, 8881920, 6527488, 291, 0, 0
274058, 8881920, 6528256, 290, 0, 0
274097, 8881920, 6528512, 290, 0, 0
274136, 8881664, 6528256, 290, 0, 0
274175, 8881920, 6528000, 291, 0, 0
274214, 8882176, 6528256, 290, 0, 0
274253, 8881152, 6528256, 291, 0, 0
274292, 8881408, 6528000, 290, 0, 0
274331, 8881408, 6528256, 290, 0, 0
274370, 8881664, 6528512, 290, 0, 0
274409, 8881408, 6528256, 291, 0, 0
274448, 8881408, 6528512, 290, 0, 0
274487, 8880640, 6528000, 290, 0, 0
274526, 8880640, 6527232, 291, 0, 0
274565, 8880640, 6527744, 290, 0, 0
274603, 8880384, 6528256, 290, 0, 0
274642, 8880384, 6527488, 290, 0, 0
274681, 8879872, 6527232, 290, 0, 0
274720, 8879872, 6527232, 290, 0, 0
274760, 8879616, 6527488, 291, 0, 0
274798, 8879104, 6527744, 290, 0, 0
274838, 8879360, 6527488, 290, 0, 0
274876, 8878848, 6527744, 290, 0, 0
274915, 8879104, 6526720, 290, 0, 0
274954, 8878336, 6526720, 290, 0, 0
274993, 8877824, 6526720, 290, 0, 0
275032, 8877824, 6526464, 290, 0, 0
275071, 8877568, 6525952, 290, 0, 0
275110, 8876800, 6525952, 290, 0, 0
275149, 8876544, 6525440, 290, 0, 0
275188, 8875520, 6525696, 289, 0, 0
275227, 8875520, 6525184, 290, 0, 0
275265, 8874752, 6525184, 291, 0, 0
275305, 8873984, 6524928, 290, 0, 0
275344, 8873216, 6524672, 290, 0, 0
275383, 8872704, 6524672, 290, 0, 0
275422, 8873216, 6523904, 290, 0, 0
275461, 8872448, 6524160, 290, 0, 0
275500, 8871680, 6523904, 290, 0, 0
275538, 8872192, 6523904, 290, 0, 0
275577, 8871936, 6523648, 289, 0, 0
275616, 8871424, 6523648, 290, 0, 0
275655, 8870912, 6523392, 290, 0, 0
275696, 8870656, 6523136, 290, 0, 0
275735, 8870400, 6522624, 290, 0, 0
275774, 8870144, 6523136, 290, 0, 0
275813, 8870400, 6523136, 290, 0, 0
275853, 8870400, 6523136, 290, 0, 0
275892, 8870144, 6522880, 290, 0, 0
275931, 8870656, 6523904, 290, 0, 0
275970, 8870656, 6523136, 290, 0, 0
276008, 8870400, 6523136, 290, 0, 0
276048, 8869888, 6523648, 290, 0, 0
276087, 8870144, 6523136, 290, 0, 0
276125, 8869888, 6522880, 290, 0, 0
276164, 8870144, 6522880, 290, 0, 0
276203, 8869120, 6522112, 290, 0, 0
276242, 8869120, 6522880, 290, 0, 0
276281, 8868864, 6521856, 290, 0, 0
276320, 8868352, 6522368, 290, 0, 0
276359, 8868352, 6522368, 290, 0, 0
276398, 8868096, 6522112, 290, 0, 0
276437, 8868096, 6522368, 290, 0, 0
276476, 8867840, 6521600, 290, 0, 0
276515, 8867072, 6522368, 290, 0, 0
276553, 8866560, 6521856, 289, 0, 0
276592, 8865792, 6521088, 290, 0, 0
276631, 8865792, 6521088, 290, 0, 0
276670, 8865024, 6520576, 290, 0, 0
276709, 8864768, 6520576, 290, 0, 0
276747, 8864512, 6520320, 290, 0, 0
276786, 8864512, 6520576, 290, 0, 0
276825, 8863744, 6520320, 290, 0, 0
276864, 8863232, 6519552, 289, 0, 0
276902, 8862464, 6519552, 290, 0, 0
276942, 8861440, 6519040, 291, 0, 0
276981, 8860672, 6518272, 291, 0, 0
277019, 8859648, 6518272, 290, 0, 0
277058, 8859136, 6518016, 290, 0, 0
277097, 8858880, 6518016, 290, 0, 0
277136, 8858368, 6518016, 290, 0, 0
277174, 8858112, 6518016, 290, 0, 0
277213, 8857856, 6517248, 289, 0, 0
277252, 8858112, 6518016, 290, 0, 0
277291, 8858368, 6518528, 289, 0, 0
277329, 8858368, 6518016, 290, 0, 0
277368, 8858368, 6517760, 290, 0, 0
277407, 8858368, 6518016, 289, 0, 0
277445, 8858880, 6518528, 290, 0, 0
277485, 8858880, 6518784, 290, 0, 0
277524, 8858880, 6518528, 290, 0, 0
277563, 8858624, 6518272, 290, 0, 0
277602, 8858880, 6518272, 290, 0, 0
277641, 8859136, 6518272, 290, 0, 0
277680, 8859392, 6518528, 290, 0, 0
277719, 8859648, 6519040, 290, 0, 0
277758, 8859648, 6519040, 290, 0, 0
277797, 8860160, 6519296, 289, 0, 0
277836, 8860672, 6518528, 290, 0, 0
277875, 8860672, 6519808, 290, 0, 0
277914, 8860672, 6519552, 290, 0, 0
277953, 8860928, 6519552, 290, 0, 0
277992, 8860928, 6519552, 290, 0, 0
278031, 8860672, 6519808, 291, 0, 0
278070, 8861696, 6520320, 290, 0, 0
278109, 8861184, 6519808, 290, 0, 0
278148, 8861440, 6520320, 290, 0, 0
278187, 8861696, 6520064, 290, 0, 0
278226, 8861696, 6520320, 290, 0, 0
278265, 8861952, 6520064, 290, 0, 0
278304, 8861184, 6519552, 290, 0, 0
278343, 8861696, 6520064, 291, 0, 0
278382, 8861440, 6520064, 289, 0, 0
278421, 8861952, 6520064, 290, 0, 0
278460, 8861440, 6520064, 290, 0, 0
278499, 8861184, 6519552, 290, 0, 0
278539, 8860928, 6519808, 290, 0, 0
278577, 8861440, 6520064, 290, 0, 0
278616, 8861184, 6520064, 290, 0, 0
278655, 8860928, 6519296, 290, 0, 0
278694, 8861184, 6520320, 290, 0, 0
278733, 8861184, 6519808, 290, 0, 0
278772, 8860928, 6519808, 290, 0, 0
278811, 8860928, 6520064, 290, 0, 0
278850, 8860928, 6520320, 290, 0, 0
278889, 8860928, 6520064, 290, 0, 0
278928, 8861184, 6520320, 290, 0, 0
278967, 8860928, 6520064, 290, 0, 0
279006, 8860672, 6520064, 289, 0, 0
279045, 8860672, 6519296, 290, 0, 0
279085, 8860928, 6520064, 290, 0, 0
279124, 8860928, 6520064, 290, 0, 0
279163, 8860928, 6519808, 290, 0, 0
279202, 8861184, 6520576, 290, 0, 0
279241, 8860928, 6519296, 290, 0, 0
279280, 8861184, 6520576, 290, 0, 0
279319, 8861696, 6519808, 290, 0, 0
279358, 8861952, 6520064, 290, 0, 0
279397, 8861184, 6519808, 290, 0, 0
279436, 8861440, 6519552, 290, 0, 0
279475, 8861696, 6520576, 290, 0, 0
279514, 8862464, 6519808, 290, 0, 0
279553, 8861696, 6520832, 290, 0, 0
279591, 8861952, 6520320, 290, 0, 0
279631, 8861952, 6520064, 289, 0, 0
279670, 8862208, 6520320, 290, 0, 0
279709, 8861952, 6520576, 290, 0, 0
279748, 8862720, 6520320, 290, 0, 0
279786, 8861952, 6521088, 290, 0, 0
279825, 8862720, 6521088, 290, 0, 0
279864, 8862464, 6520576, 290, 0, 0
279903, 8863232, 6520576, 290, 0, 0
279942, 8862464, 6520320, 290, 0, 0
279981, 8863744, 6520832, 290, 0, 0
280020, 8863488, 6520832, 290, 0, 0
280059, 8863232, 6520576, 290, 0, 0
280098, 8863488, 6520320, 290, 0, 0
280137, 8864000, 6520576, 290, 0, 0
280176, 8863744, 6520832, 290, 0, 0
280215, 8863488, 6521088, 289, 0, 0
280254, 8863488, 6520320, 290, 0, 0
280293, 8863488, 6520832, 290, 0, 0
280332, 8863744, 6520832, 290, 0, 0
280371, 8864000, 6521344, 290, 0, 0
280412, 8863744, 6521088, 290, 0, 0
280451, 8864000, 6521088, 290, 0, 0
280490, 8863744, 6520832, 290, 0, 0
280529, 8864000, 6521344, 290, 0, 0
280568, 8863744, 6520832, 290, 0, 0
280607, 8864000, 6521344, 290, 0, 0
280646, 8863488, 6520832, 290, 0, 0
280685, 8863744, 6521600, 290, 0, 0
280725, 8864000, 6520576, 290, 0, 0
280764, 8864000, 6521088, 290, 0, 0
280802, 8863744, 6521088, 289, 0, 0
280842, 8862976, 6520576, 290, 0, 0
280880, 8862976, 6520320, 290, 0, 0
280919, 8863488, 6520320, 290, 0, 0
280958, 8863488, 6520832, 290, 0, 0
280997, 8863232, 6521088, 289, 0, 0
281036, 8863232, 6520832, 290, 0, 0
281074, 8863488, 6520320, 290, 0, 0
281113, 8863488, 6520832, 289, 0, 0
281152, 8863232, 6520832, 290, 0, 0
281191, 8863488, 6520576, 290, 0, 0
281230, 8863232, 6520576, 289, 0, 0
281269, 8863232, 6520832, 290, 0, 0
281308, 8863488, 6520064, 290, 0, 0
281347, 8863232, 6521344, 289, 0, 0
281386, 8862976, 6521344, 290, 0, 0
281424, 8862976, 6520064, 290, 0, 0
281463, 8862720, 6520064, 289, 0, 0
281502, 8862976, 6520320, 290, 0, 0
281541, 8862720, 6520576, 290, 0, 0
281580, 8863232, 6520832, 290, 0, 0
281619, 8863488, 6520576, 290, 0, 0
281657, 8863232, 6520320, 290, 0, 0
281696, 8862976, 6521088, 290, 0, 0
281735, 8864000, 6521088, 289, 0, 0
281775, 8863744, 6520832, 289, 0, 0
281814, 8863744, 6521088, 290, 0, 0
281853, 8864000, 6521088, 290, 0, 0
281892, 8864000, 6521088, 290, 0, 0
281931, 8863488, 6520576, 290, 0, 0
281970, 8863744, 6520832, 290, 0, 0
282009, 8863744, 6521344, 289, 0, 0
282048, 8863744, 6521088, 290, 0, 0
282087, 8864000, 6520832, 290, 0, 0
282126, 8863488, 6520832, 289, 0, 0
282164, 8864000, 6521088, 290, 0, 0
282203, 8864256, 6521088, 290, 0, 0
282242, 8863744, 6520576, 289, 0, 0
282281, 8863744, 6521344, 290, 0, 0
282321, 8863744, 6520576, 289, 0, 0
282360, 8863744, 6521600, 290, 0, 0
282399, 8863488, 6520832, 290, 0, 0
282438, 8864000, 6521088, 289, 0, 0
282477, 8864000, 6521088, 289, 0, 0
282516, 8864000, 6520576, 290, 0, 0
282555, 8863744, 6521344, 289, 0, 0
282594, 8863744, 6521088, 290, 0, 0
282633, 8863744, 6521344, 290, 0, 0
282672, 8863744, 6521344, 290, 0, 0
282711, 8863232, 6520832, 290, 0, 0
282750, 8863488, 6521344, 290, 0, 0
282789, 8864000, 6521856, 291, 0, 0
282828, 8863744, 6521088, 289, 0, 0
282868, 8864000, 6520832, 290, 0, 0
282907, 8863744, 6521856, 290, 0, 0
282946, 8863488, 6521344, 290, 0, 0
282985, 8863744, 6521088, 289, 0, 0
283024, 8863744, 6521856, 290, 0, 0
283063, 8863488, 6522112, 289, 0, 0
283102, 8863744, 6521088, 289, 0, 0
283141, 8863744, 6521088, 289, 0, 0
283180, 8863488, 6521344, 290, 0, 0
283219, 8863488, 6521088, 290, 0, 0
283258, 8863232, 6520832, 290, 0, 0
283297, 8863232, 6520576, 290, 0, 0
283336, 8862976, 6521088, 290, 0, 0
283375, 8863232, 6520064, 290, 0, 0
283414, 8862720, 6520576, 289, 0, 0
283453, 8862208, 6520576, 290, 0, 0
283492, 8861952, 6519808, 290, 0, 0
283531, 8861696, 6520064, 289, 0, 0
283570, 8861696, 6520320, 289, 0, 0
283609, 8860928, 6519552, 289, 0, 0
283648, 8860416, 6519808, 290, 0, 0
283687, 8860160, 6519296, 290, 0, 0
283726, 8860160, 6519552, 290, 0, 0
283765, 8859392, 6519552, 290, 0, 0
283804, 8858624, 6518784, 290, 0, 0
283843, 8859136, 6518784, 290, 0, 0
283882, 8858624, 6519552, 290, 0, 0
283921, 8858624, 6518784, 290, 0, 0
