X, Y, Z, TICKS
1981,2009,2091,2762803
1983,2006,2092,2764486
1983,2005,2091,2766169
1980,2006,2090,2767883
1983,2003,2089,2769566
1983,2005,2093,2771248
1979,2005,2090,2772930
1978,2005,2091,2774613
1983,2005,2090,2776296
1983,2006,2091,2777979
1983,2005,2089,2779662
1983,2010,2089,2781344
1982,2005,2091,2783027
1983,2005,2093,2784710
1981,2005,2090,2801675
1985,2004,2090,2803359
1982,2006,2090,2805042
1982,2007,2090,2806743
1983,2005,2087,2808425
1983,2006,2091,2810108
1983,2006,2091,2811791
1985,2020,2089,2813474
1988,2006,2091,2815157
1982,2011,2096,2816839
1983,2007,2090,2818522
1985,2007,2090,2820205
1982,2007,2090,2821888
1979,2005,2089,2823571
1980,2005,2088,2825253
1983,2005,2090,2826958
1983,2006,2090,2828641
1983,2006,2089,2830323
1982,2005,2090,2832006
1983,2005,2091,2848951
1981,2006,2091,2850635
1983,2009,2093,2852317
1982,2006,2090,2854000
1985,2003,2088,2855682
1986,2006,2088,2857365
1983,2006,2089,2859048
1982,2008,2090,2860730
1983,2005,2090,2862413
1986,2006,2092,2864096
1983,2005,2090,2865779
1982,2007,2089,2867480
1983,2005,2090,2869163
1983,2004,2092,2870846
1981,2005,2087,2872529
1983,2006,2090,2874211
1983,2005,2089,2875894
1985,2006,2091,2877577
1982,2003,2094,2879260
1985,2005,2090,2896205
1984,2015,2091,2897889
1981,2003,2088,2899571
1982,2006,2081,2901254
1985,2006,2088,2902937
1983,2008,2094,2904620
1983,2005,2093,2906335
1986,2006,2092,2908017
1982,2006,2089,2909699
1982,2007,2091,2911382
1983,2004,2088,2913065
1988,2006,2091,2914748
1973,2010,2090,2916431
1981,2005,2090,2918113
1984,2003,2089,2919796
1975,2004,2089,2921478
1983,2004,2093,2923161
1984,2009,2092,2924844
1984,2005,2089,2926561
1983,2005,2091,2943508
1983,2006,2090,2945193
1983,2006,2090,2946893
1983,2006,2090,2948575
1983,2003,2086,2950258
1983,2006,2092,2951941
1983,2009,2092,2953624
1983,2006,2090,2955307
1985,2006,2089,2956989
1983,2009,2089,2958672
1983,2007,2091,2960355
1982,2005,2089,2962038
1983,2005,2091,2963721
1979,2006,2089,2965424
1983,2005,2088,2967107
1983,2004,2091,2968790
1983,2005,2090,2970473
1983,2005,2090,2972155
1982,2011,2090,2973838
1983,2004,2089,2990782
1983,2003,2090,2992467
1979,2007,2091,2994150
1983,2007,2091,2995833
1983,2006,2089,2997516
1984,2005,2089,2999198
1983,2009,2093,3000881
1983,2006,2090,3002564
1983,2006,2090,3004247
1984,2007,2090,3005963
1985,2006,2089,3007646
1976,2006,2091,3009328
1987,2004,2090,3011010
1986,2005,2089,3012693
1981,2007,2087,3014376
1982,2005,2088,3016059
1984,2005,2088,3017741
1983,2002,2088,3019423
1983,2003,2088,3021106
1983,2005,2089,3038073
1983,2005,2090,3039758
1983,2006,2090,3041441
1983,2004,2090,3043124
1984,2005,2088,3044825
1982,2006,2090,3046507
1983,2004,2088,3048190
1983,2006,2088,3049873
1980,2005,2089,3051555
1980,2005,2090,3053238
1985,2006,2090,3054921
1983,2005,2089,3056604
1983,2005,2090,3058286
1983,2007,2090,3059969
1986,2005,2091,3061652
1982,2008,2088,3063335
1983,2006,2089,3065040
1985,2003,2090,3066722
1986,2005,2089,3068405
1985,2007,2089,3100886
1984,2008,2093,3102570
1981,2009,2094,3104253
1988,2007,2094,3105935
1985,2010,2097,3107617
1983,2007,2100,3109300
1983,2009,2096,3110983
1981,2005,2091,3112666
1981,2008,2092,3114370
1983,2007,2091,3116052
1985,2006,2092,3117735
1983,2007,2091,3119418
1983,2007,2093,3121101
1982,2007,2092,3122783
1982,2007,2093,3124465
1985,2007,2092,3126148
1983,2003,2094,3127831
1983,2009,2090,3129514
1985,2006,2091,3131196
1983,2009,2091,3148163
1983,2000,2090,3149847
1981,2007,2091,3151530
1987,2007,2090,3153234
1984,2003,2089,3154917
1984,2007,2090,3156600
1983,2007,2090,3158282
1975,2007,2088,3159965
1984,2007,2085,3161648
1985,2005,2090,3163331
1983,2008,2091,3165014
1981,2006,2090,3166696
1984,2005,2091,3168378
1983,2005,2090,3170061
1983,2006,2091,3171744
1983,2006,2090,3173459
1983,2005,2090,3175141
1983,2005,2091,3176824
1983,2007,2089,3178507
1984,2005,2088,3195451
1982,2007,2091,3197135
1983,2005,2092,3198818
1985,1997,2091,3200500
1986,2007,2092,3202182
1979,2010,2092,3203865
1981,2003,2089,3205548
1986,2007,2090,3207231
1983,2006,2086,3208914
1982,2006,2089,3210596
1987,2006,2091,3212299
1981,2005,2089,3213981
1984,2007,2090,3215664
1985,2006,2090,3217347
1983,2010,2084,3219029
1983,2006,2091,3220712
1983,2005,2090,3222395
1983,2013,2090,3224078
1980,2005,2089,3225761
1983,2006,2089,3242706
1985,2008,2090,3244390
1983,2007,2090,3246072
1982,2006,2091,3247754
1983,2003,2088,3249437
1983,2007,2089,3251120
1985,2001,2089,3252835
1982,2006,2090,3254518
1983,2005,2091,3256200
1984,2002,2093,3257882
1978,2009,2091,3259565
1983,2004,2087,3261248
1983,2006,2093,3262931
1983,2005,2089,3264613
1982,2004,2102,3266295
1981,2006,2093,3267978
1983,2005,2092,3269661
1983,2005,2088,3271344
1984,2005,2091,3273049
1985,2005,2090,3289957
1983,2006,2090,3291641
1985,2006,2092,3293341
1981,2005,2091,3295024
1987,2002,2084,3296707
1981,2004,2089,3298390
1984,2005,2089,3300073
1984,2004,2089,3301756
1984,2005,2089,3303439
1985,2004,2090,3305122
1984,2000,2089,3306805
1987,2005,2090,3308488
1983,2009,2091,3310171
1983,2005,2087,3311874
1985,2005,2091,3313557
1984,2003,2097,3315240
1985,2006,2086,3316923
1984,2009,2088,3318606
1961,2005,2090,3335551
1983,2007,2092,3337236
1985,2005,2091,3338919
1983,2007,2090,3340602
1986,2006,2091,3342285
1984,2006,2090,3343968
1983,2003,2085,3345651
1985,2005,2092,3347334
1983,2006,2091,3349017
1977,2007,2088,3350700
1987,2004,2090,3352404
1981,2011,2095,3354087
1982,2002,2087,3355770
1983,2005,2091,3357453
1982,2007,2089,3359136
1982,2006,2090,3360819
1979,2007,2091,3362502
1983,2009,2090,3364185
1983,2006,2089,3365868
1983,2005,2090,3382835
1983,2006,2091,3384520
1980,2005,2092,3386203
1978,2003,2089,3387886
1983,2002,2086,3389569
1978,2006,2091,3391273
1978,2003,2093,3392956
1983,2007,2096,3394639
1984,2010,2090,3396322
1983,2016,2091,3398005
1987,2005,2089,3399688
1984,2009,2091,3401371
1985,2005,2090,3403054
1982,2005,2089,3404737
1979,2006,2093,3406420
1982,2004,2092,3408103
1986,2006,2090,3409786
1983,2006,2091,3411502
1984,2005,2088,3413185
1985,2005,2086,3430132
1983,2007,2090,3431836
1984,2007,2090,3433519
1983,2004,2090,3435202
1983,2006,2089,3436885
1981,2002,2091,3438568
1983,2005,2086,3440251
1987,2006,2089,3441933
1987,2005,2091,3443616
1981,2011,2094,3445299
1985,2005,2091,3446982
1983,2003,2089,3448665
1983,2005,2090,3450367
1985,2006,2089,3452049
1984,2005,2090,3453732
1983,2004,2090,3455415
1984,2009,2090,3457098
1985,2006,2090,3458781
1982,2003,2088,3460464
1983,2005,2088,3477409
1983,2005,2091,3479094
1983,2007,2088,3480777
1981,2006,2090,3482460
1983,2002,2086,3484143
1982,2006,2090,3485826
1982,2004,2090,3487509
1983,2005,2089,3489192
1984,2006,2089,3490908
1985,2006,2090,3492591
1986,2007,2090,3494274
1988,2003,2089,3495957
1981,2004,2089,3497640
1984,2005,2089,3499323
1998,2004,2090,3501006
1987,2006,2089,3502689
1998,2006,2089,3504372
1982,2006,2089,3506054
1983,2007,2088,3507737
1984,2005,2090,3524707
1983,2006,2090,3526391
1984,2005,2093,3528074
1983,2018,2090,3529777
1983,2004,2088,3531458
1984,2006,2089,3533141
1983,2005,2094,3534824
1984,2006,2088,3536507
1983,2005,2090,3538190
1983,2003,2087,3539873
1982,2005,2090,3541556
1984,2005,2090,3543239
1986,2006,2090,3544922
1983,2005,2090,3546605
1983,2003,2091,3548288
1983,2005,2089,3550002
1983,2006,2088,3551685
1982,2005,2091,3553368
1983,2007,2090,3555051
1983,2006,2090,3571995
1983,2005,2091,3573679
1982,2006,2091,3575362
1969,2006,2090,3577045
1996,2004,2088,3578728
1983,2007,2090,3580411
1983,2007,2091,3582094
1983,2006,2089,3583777
1983,2007,2088,3585460
1983,2008,2092,3587143
1982,2005,2090,3588826
1985,2004,2089,3590529
1984,2004,2091,3592212
1983,2005,2090,3593895
1983,2004,2089,3595578
1984,2005,2092,3597261
1984,2005,2091,3598944
1985,2004,2089,3600627
1983,2004,2089,3602310
1983,2004,2090,3619255
1983,1997,2091,3620940
1983,2006,2090,3622623
1989,2007,2090,3624306
1987,2004,2088,3625989
1978,2006,2091,3627672
1983,2007,2091,3629386
1984,2006,2092,3631069
1985,2005,2092,3632752
1985,2007,2093,3634435
1983,2005,2081,3636117
1983,2006,2091,3637800
1982,2006,2089,3639483
1980,2006,2097,3641166
1983,2004,2096,3642849
1983,2005,2089,3644532
1985,2006,2090,3646215
1981,2005,2090,3647898
1982,2005,2089,3649603
1985,2006,2091,3666550
1986,2006,2090,3668234
1983,2005,2090,3669938
1984,2006,2089,3671621
1985,2005,2089,3673304
1985,2006,2090,3674987
1983,2006,2089,3676670
1984,2018,2090,3678353
1984,2006,2091,3680036
1983,2005,2091,3681719
1983,2007,2089,3683402
1983,2004,2096,3685085
1982,2006,2090,3686768
1982,2006,2090,3688471
1983,2006,2089,3690154
1985,2007,2089,3691837
1985,2006,2088,3693520
1982,2004,2089,3695203
1983,2005,2091,3696886
1983,2006,2089,3713831
1983,2004,2091,3715516
1983,2002,2096,3717199
1979,2005,2090,3718882
1984,2003,2086,3720565
1983,2007,2096,3722248
1983,2009,2088,3723931
1989,2006,2077,3725614
1987,2005,2089,3727297
1983,2007,2091,3729002
1983,2006,2091,3730685
1983,2005,2090,3732368
1983,2005,2087,3734051
1987,2007,2091,3735734
1983,2006,2089,3737417
1983,2005,2090,3739100
1983,2004,2090,3740783
1983,2007,2090,3742466
1983,2007,2089,3744149
1983,2004,2091,3761117
1983,2007,2091,3762802
1984,2005,2090,3764485
1987,2006,2087,3766167
1983,2008,2097,3767870
1985,2007,2091,3769553
1984,2008,2093,3771236
1983,2006,2101,3772919
1983,2006,2091,3774602
1983,2006,2089,3776285
1981,2007,2089,3777968
1988,2004,2093,3779651
1982,2004,2089,3781334
1983,2005,2089,3783017
1983,2005,2090,3784700
1985,2007,2090,3786383
1983,2005,2088,3788099
1979,2006,2088,3789782
1985,2004,2086,3791465
1990,2007,2090,3808432
1984,2005,2090,3810116
1983,2006,2091,3811799
1982,2005,2093,3813482
1983,2004,2089,3815165
1982,2007,2091,3816848
1983,2001,2087,3818531
1984,2005,2091,3820214
1982,2005,2088,3821897
1985,2006,2092,3823580
1984,2006,2090,3825263
1985,2004,2089,3826946
1983,2007,2091,3828650
1984,2004,2090,3830333
1984,2004,2090,3832015
1989,2006,2091,3833698
1981,2006,2092,3835381
1983,2007,2089,3837064
1984,2005,2090,3838747
1989,2005,2090,3855692
1982,2008,2099,3857377
1983,2006,2091,3859060
1981,2006,2090,3860743
1985,2001,2089,3862426
1985,1986,2091,3864109
1985,2008,2093,3865792
1983,2006,2089,3867509
1983,2006,2090,3869192
1981,2009,2096,3870875
1984,2004,2090,3872558
1983,2007,2089,3874241
1982,2006,2091,3875924
1983,2007,2090,3877607
1982,2005,2090,3879290
1983,2006,2089,3880973
1983,2005,2089,3882656
1983,2006,2090,3884339
1977,2004,2089,3886022
1983,2005,2090,3902991
1993,2007,2086,3904676
1983,2004,2092,3906359
1984,2006,2091,3908063
1982,1994,2088,3909746
1983,2008,2091,3911429
1983,2007,2090,3913112
1982,2006,2090,3914795
1989,2005,2090,3916478
1981,2018,2093,3918161
1988,2004,2089,3919844
1983,2006,2089,3921527
1981,2003,2089,3923210
1980,2006,2091,3924893
1983,2006,2089,3926596
1983,2006,2090,3928279
1985,2004,2089,3929962
1982,2006,2088,3931645
1983,2005,2091,3933328
1983,2004,2089,3950273
1985,2006,2091,3951958
1986,2006,2089,3953641
1983,2005,2088,3955324
1985,1995,2088,3957007
1984,2005,2089,3958690
1985,2004,2088,3960373
1985,2005,2091,3962055
1983,2006,2085,3963738
1983,2005,2089,3965421
1982,2006,2089,3967125
1983,2007,2088,3968808
1983,2006,2090,3970491
1983,2005,2090,3972174
1983,2007,2092,3973857
1982,2005,2084,3975540
1984,2007,2089,3977223
1983,2007,2088,3978906
1983,2005,2088,3980589
1984,2005,2084,3997534
1985,2006,2091,3999219
1989,2005,2091,4000902
1985,2005,2090,4002585
1985,2003,2086,4004268
1982,2006,2090,4005971
1985,2001,2087,4007654
1983,2004,2090,4009337
1985,2003,2089,4011020
1983,2006,2094,4012703
1984,2004,2090,4014386
1983,2003,2086,4016069
1983,2002,2087,4017752
1985,2001,2089,4019435
1984,2005,2088,4021118
1983,2004,2087,4022801
1985,2000,2092,4024484
1984,2001,2088,4026199
1983,2003,2090,4027882
1983,2006,2088,4044829
1984,2006,2089,4046533
1980,2010,2093,4048216
1989,2003,2088,4049899
1986,2005,2093,4051582
1981,2007,2090,4053265
1983,2000,2089,4054948
1982,2006,2085,4056631
1983,2003,2087,4058314
1980,2009,2089,4059997
1982,2005,2088,4061680
1982,2000,2086,4063363
1987,2003,2087,4065046
1984,2005,2090,4066750
1983,2004,2087,4068433
1985,2007,2089,4070116
1983,2004,2089,4071799
1979,2005,2087,4073482
1982,2004,2089,4075165
1984,2016,2090,4092109
1982,2006,2091,4093794
1985,2007,2090,4095477
1982,2006,2089,4097160
1986,2003,2090,4098843
1979,2008,2090,4100526
1985,2004,2087,4102209
1983,2006,2089,4103892
1983,2005,2090,4105609
1985,2004,2090,4107292
1981,2006,2089,4108975
1980,2004,2088,4110658
1983,1999,2086,4112341
1984,2006,2091,4114024
1983,2006,2090,4115707
1984,2007,2090,4117390
1983,2005,2085,4119073
1983,2006,2087,4120756
1983,2005,2088,4122439
1984,2005,2091,4139406
1984,2007,2093,4141090
1987,2008,2090,4142773
1985,2008,2096,4144456
1983,2005,2093,4146159
1983,2007,2090,4147842
1983,2006,2087,4149525
1983,2005,2093,4151208
1983,2007,2090,4152891
1982,2004,2090,4154574
1983,2005,2089,4156256
1993,2005,2091,4157939
1986,2006,2090,4159622
1980,2005,2091,4161305
1980,2004,2088,4162988
1983,2006,2090,4164690
1984,2005,2091,4166373
1983,2004,2088,4168056
1986,2006,2086,4169739
1987,2011,2088,4186684
1982,2005,2089,4188368
1984,2004,2093,4190050
1981,2007,2091,4191733
1985,2000,2087,4193416
1984,2006,2090,4195099
1987,2006,2090,4196782
1985,2006,2089,4198465
1984,2005,2090,4200148
1985,2004,2090,4201831
1985,2005,2092,4203514
1983,2003,2090,4205228
1983,2007,2096,4206911
1985,2005,2090,4208594
1984,2011,2091,4210277
1984,2006,2090,4211960
1983,2006,2090,4213643
1983,2004,2087,4215326
1983,2006,2090,4217009
1983,2005,2091,4233953
1983,2008,2092,4235637
1983,2006,2089,4237320
1982,2005,2090,4239003
1985,2004,2087,4240686
1982,2005,2089,4242369
1983,2007,2090,4244072
1985,2005,2091,4245755
1985,2007,2085,4247438
1983,2007,2091,4249121
1983,2004,2088,4250804
1983,2006,2091,4252487
1983,2005,2090,4254170
1982,2006,2092,4255853
1983,2005,2090,4257536
1982,2006,2089,4259219
1984,2006,2091,4260902
1981,2006,2091,4262585
1984,2005,2090,4264299
1983,2006,2089,4281246
1983,2005,2094,4282930
1983,2006,2087,4284644
1980,2005,2093,4286326
1986,2002,2087,4288009
1984,2006,2093,4289692
1983,2006,2089,4291375
1983,2005,2089,4293058
1984,2007,2090,4294741
1985,2005,2090,4296424
1988,2006,2089,4298107
1983,2007,2096,4299790
1983,2006,2090,4301473
1972,2007,2091,4303156
1983,2005,2087,4304859
1987,2005,2090,4306542
1983,2004,2089,4308225
1985,2005,2089,4309908
1983,2005,2090,4311591
1983,2004,2091,4328536
1983,2004,2100,4330221
1983,2005,2091,4331904
1984,2006,2089,4333587
1979,2002,2084,4335270
1983,2006,2090,4336953
1983,2005,2091,4338636
1983,2006,2090,4340319
1987,2006,2091,4342002
1983,2011,2095,4343716
1980,2005,2093,4345399
1983,2004,2090,4347082
1983,2005,2089,4348765
1982,2004,2089,4350448
1985,2004,2089,4352130
1983,2006,2091,4353813
1983,2005,2091,4355496
1984,2006,2089,4357179
1984,2005,2089,4358862
1985,2001,2087,4375828
1981,2006,2099,4377513
1983,2007,2090,4379196
1980,2006,2090,4380879
1983,2003,2086,4382562
1983,2007,2092,4384266
1986,2005,2089,4385949
1983,2006,2088,4387632
1988,1998,2085,4389315
1985,2010,2091,4390998
1983,2007,2092,4392681
1983,2004,2089,4394364
1985,2005,2095,4396047
1985,2005,2089,4397730
1991,2005,2089,4399413
1983,2005,2089,4401096
1983,2005,2089,4402800
1984,2005,2088,4404483
1983,2006,2090,4406166
1983,2002,2086,4423132
1983,2007,2091,4424816
1974,2007,2090,4426499
1981,2006,2090,4428182
1983,2003,2087,4429865
1982,2008,2085,4431548
1983,2009,2090,4433231
1983,2007,2088,4434914
1986,2005,2091,4436597
1983,2009,2094,4438280
1984,2005,2091,4439963
1983,2006,2091,4441646
1986,2005,2091,4443360
1983,2006,2091,4445043
1983,2005,2090,4446726
1983,2006,2090,4448409
1983,2004,2088,4450092
1984,2006,2086,4451775
1984,2006,2091,4453458
1987,2006,2088,4470403
1982,2004,2089,4472088
1983,2005,2090,4473771
1981,2006,2091,4475454
1983,2003,2087,4477137
1983,2006,2090,4478820
1987,2005,2091,4480503
1983,2007,2089,4482204
1987,2006,2091,4483887
1981,2006,2093,4485570
1980,2004,2090,4487253
1986,2004,2090,4488936
1985,2006,2090,4490619
1983,2005,2088,4492302
1983,2007,2089,4493985
1985,2007,2089,4495668
1985,2005,2089,4497351
1983,2004,2091,4499034
1983,2004,2089,4500717
1983,2015,2090,4517687
1983,2011,2089,4519371
1983,2006,2090,4521054
1982,2006,2089,4522770
1985,2003,2086,4524453
1972,2005,2089,4526136
1986,2004,2086,4527819
1983,2005,2091,4529502
1989,2005,2089,4531185
1985,2006,2090,4532868
1981,2005,2089,4534551
1987,2004,2092,4536234
1984,2004,2089,4537917
1985,2005,2087,4539600
1985,2004,2087,4541283
1985,2004,2089,4542984
1983,2005,2090,4544667
1983,2005,2089,4546349
1983,2006,2089,4548032
1983,2005,2089,4564937
1985,2003,2090,4566621
1978,2006,2089,4568304
1996,2005,2091,4569987
1983,2001,2086,4571670
1983,2004,2091,4573353
1985,2005,2089,4575036
1985,2003,2090,4576719
1983,1998,2091,4578402
1983,2003,2088,4580085
1985,2004,2088,4581800
1983,2006,2086,4583483
1985,2005,2090,4585166
1985,2005,2097,4586849
1985,2004,2088,4588532
1985,2005,2090,4590215
1981,2005,2090,4591898
1983,2004,2090,4593581
1983,2010,2090,4610526
1983,2006,2091,4612209
1985,2006,2092,4613892
1985,2005,2090,4615575
1983,2007,2092,4617258
1989,2007,2089,4618941
1986,2007,2091,4620624
1983,2005,2091,4622329
1982,2005,2090,4624012
1981,2005,2096,4625695
1987,2003,2086,4627378
1985,2004,2087,4629061
1975,2002,2091,4630744
1987,2003,2089,4632427
1983,2006,2091,4634110
1981,2006,2089,4635793
1987,2007,2090,4637476
1983,2006,2089,4639159
1983,2004,2090,4640862
1985,2005,2087,4657809
1987,2005,2089,4659493
1983,2005,2090,4661208
1985,2004,2090,4662891
1985,2003,2089,4664574
1985,2006,2087,4666257
1983,1999,2089,4667940
1983,2006,2089,4669623
1987,2006,2091,4671306
1984,2007,2091,4672989
1987,2006,2091,4674672
1983,2005,2089,4676354
1984,2006,2090,4678037
1982,2007,2089,4679720
1986,2005,2089,4681436
1982,2004,2090,4683119
1983,2006,2090,4684802
1983,2006,2090,4686485
1983,2005,2089,4688168
1982,2005,2090,4705113
1983,2007,2090,4706797
1983,2006,2090,4708480
1983,2003,2093,4710163
1987,2006,2093,4711846
1979,2007,2090,4713529
1981,2000,2087,4715212
1984,2006,2089,4716895
1981,2007,2089,4718578
1983,2005,2091,4720282
1981,2005,2090,4721965
1985,2003,2085,4723648
1984,2006,2089,4725331
1983,2003,2089,4727014
1987,2004,2090,4728697
1987,2005,2089,4730380
1987,2007,2089,4732063
1983,2006,2094,4733746
1985,2004,2089,4735429
1985,2006,2090,4752395
1983,2000,2091,4754080
1983,2006,2091,4755763
1988,2005,2088,4757446
1983,2006,2093,4759129
1984,2005,2092,4760844
1984,2001,2084,4762527
1982,2006,2090,4764210
1985,2006,2091,4765893
1983,2007,2090,4767576
1984,2005,2089,4769259
1981,2006,2088,4770942
1986,2002,2086,4772625
1983,2007,2089,4774308
1984,2003,2090,4775991
1983,2006,2095,4777674
1994,2003,2092,4779357
1983,2009,2091,4781057
1983,2004,2089,4782740
1986,2005,2092,4799707
1984,2007,2090,4801392
1983,2006,2091,4803075
1983,2005,2089,4804758
1983,2005,2088,4806440
1983,2006,2091,4808122
1983,2001,2076,4809805
1985,2003,2089,4811488
1986,2007,2091,4813171
1983,2006,2092,4814854
1985,2003,2089,4816537
1989,2007,2091,4818220
1984,2009,2093,4819924
1983,2006,2093,4821607
1983,2005,2090,4823290
1983,2004,2091,4824973
1983,2005,2088,4826656
1983,2005,2091,4828339
1985,2005,2090,4830022
1988,2007,2088,4846967
1984,2007,2091,4848651
1983,2007,2090,4850334
1983,2005,2090,4852017
1980,2005,2091,4853700
1977,2006,2089,4855383
1983,2000,2086,4857066
1983,2006,2088,4858749
1983,2009,2091,4860449
1982,2007,2091,4862132
1987,2006,2088,4863815
1984,2009,2094,4865498
1980,2005,2087,4867181
1983,2005,2090,4868864
1983,2007,2090,4870547
1985,2006,2088,4872229
1987,2003,2091,4873912
1987,2001,2087,4875595
1984,2007,2090,4877278
1984,2005,2089,4894244
1983,2006,2090,4895928
1984,2005,2091,4897611
1982,2003,2089,4899316
1983,2003,2088,4900999
1985,2006,2090,4902682
1983,2008,2098,4904365
1983,2005,2090,4906048
1983,2006,2090,4907731
1987,2006,2090,4909414
1986,2008,2090,4911097
1982,2005,2091,4912780
1983,2005,2089,4914463
1985,2006,2089,4916146
1984,2011,2096,4917829
1982,2011,2090,4919545
1982,2005,2083,4921228
1988,2007,2090,4922911
1982,2003,2089,4924594
1985,2005,2090,4941538
1985,2007,2090,4943222
1984,2006,2092,4944905
1983,2006,2087,4946588
1985,2005,2089,4948271
1983,2007,2089,4949954
1983,2006,2090,4951637
